LAT,LON,FP_ID,LOC_ID,FROM_DATETIME,TO_DATETIME
37.1394840876,-8.63202461832,58DD,sJCZG81o1O1535218842733,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1399404598,-8.63176123132,C142,psrhsvhrJW1535469737665,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1409453122,-8.63192230966,5151,N0Av1q9RBX1535449757766,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1389078636,-8.63348880862,07AA,mGXhZexuNK1536583980883,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1390917129,-8.63429235456,2EB1,ywUpTzoVJg1535451070883,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1387846359,-8.6349655372,0575,92aKeQ9DKG1535452625664,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1389782906,-8.63424362174,FF63,hF9nVKFI6P1535453119429,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1387413414,-8.63422964308,40EA,0rdUdViCvx1535453803848,2018-09-14 18:06:57,2018-10-14 18:06:57
37.139367821,-8.63262358875,5176,1gnNPEMazq1535217387514,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1393443443,-8.63278556294,9431,pUv962F8pH1535216200274,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392061217,-8.63316141498,6099,2s4oP73rSr1535192424694,2018-09-14 18:06:57,2018-10-14 18:06:57
37.138220972,-8.63524307662,2BB7,0wuGkGKKZ71535456384667,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1384628549,-8.63428816788,54AD,o2hzUJIcfj1535456889401,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1384628549,-8.63428816788,4E71,BlYN9wFDHv1535457052190,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1406913234,-8.63314265252,1BF2,CmSxAzgehi1535299936326,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1409286318,-8.63331844493,6F1C,XWK1qUaeW41535299513915,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1408876828,-8.63402680914,CF87,KEuEizqP8E1535298576003,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1408710655,-8.63255301863,9545,RHwcYx7K101535449524728,2018-09-14 18:06:57,2018-10-14 18:06:57
37.138861053,-8.63523227211,07CF,IqQHZSXAIC1535452068090,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1388664862,-8.63459810006,2D1F,X2KKrNKaU61535452887181,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,630F,Tv8dtSq9mz1535277593531,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1384628549,-8.63428816788,553F,8xgiIQ6Zt11535456761202,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1397919946,-8.63458934298,8ED3,QW1MIRi3Cs1533058905631,2018-09-14 18:06:57,2018-10-14 18:06:57
37.140157506,-8.63127722067,9609,75Pso1CQXD1535219775644,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,C1C8,QNm3ijpsx31535220989368,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391022894,-8.63144746788,5D52,HHmLWtfACp1535221024093,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1400534313,-8.63033387872,6A37,5hI12wAFjv1531386302928,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1399404598,-8.63176123132,54B8,qTOCUc1C4a1535470213701,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1390587731,-8.63489524153,06A9,0w8SGavObH1535451584908,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1406913234,-8.63314265252,09E3,KABUoTC0mu1535300345924,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1406928327,-8.633818629,6339,2okL4KwSOz1535298941239,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392071909,-8.63173371517,A003,ZSSob2wl7N1535221323215,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1393363058,-8.63313700882,5968,GMlIHZ3Woe1535192572102,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391308108,-8.63339052843,632D,3gv8CwiSgl1535190867317,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392208837,-8.63356809767,6442,QAHjHbm4wt1535188440361,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391829204,-8.63174107132,6D13,WJd2bAJl1l1535462201843,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1395843439,-8.63197293149,5654,wutSBwVoDP1535219239783,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392978766,-8.63291060514,5BC7,QSGOlxu4GS1535470691003,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1393443443,-8.63278556294,6CD4,3cM4q8Cmdb1535216047258,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1393913022,-8.63293890035,6401,E8HPF1N1Py1535193571285,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1399404598,-8.63176123132,5259,bP51T7I4eP1535470022826,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1384628549,-8.63428816788,65C0,MoKTE7kpBl1535456972621,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1383135412,-8.6348853094,A45D,btugHA2Mqn1535456523021,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1394539554,-8.63277766441,4186,azAU3s8fqb1535215741828,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392320114,-8.63343243219,249F,15VPzoVR991535190110536,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,586F,LnsQRG3RFc1535222293129,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,FEA8,pXor4xm37Z1535277095914,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1385232732,-8.63510403343,66C4,QCXimA0HlX1535454572288,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391308108,-8.63339052843,391F,FyUNIBCebU1535190533951,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1408710655,-8.63255301863,533F,tax5p6Okho1535449241608,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1409470915,-8.63364941351,65E0,y05c942uCK1535299209934,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,9559,c71lkZ0g2A1535299113601,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,3120,ciigV4Z3Uf1535277546589,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,4D23,78w6hXvI1D1535276168367,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1393363058,-8.63313700882,0025,R72UJzmJf01535192753018,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1398214785,-8.63214084208,0808,kb5zTZkY401535219454442,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1389362971,-8.63164808578,947E,YaOFT1wYaN1535222231822,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392109041,-8.63093290457,1659,nSc3coxo561535220123471,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392061217,-8.63316141498,55E3,HuMqUAsiJv1535191722844,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1395201043,-8.63239301002,61FC,n9vymDOacG1535218280769,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1393913022,-8.63293890035,5FB5,o1h1i4QP8e1535193367948,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392988116,-8.6335526296,5E32,y3ikbOQpYD1535188689637,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1387280674,-8.63291797671,95B0,Ne6qoADmUA1535263656315,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391308108,-8.63339052843,3390,ln7GJkYJoH1535190707803,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391344033,-8.63360349267,5FD8,caYV2EkhLP1535188065329,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1389281083,-8.631702926,58A2,UmYVVUTu5F1535222864479,2018-09-14 18:06:57,2018-10-14 18:06:57
37.140459862,-8.63525056869,53C2,oFWr3ok6EU1534872677149,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404475397,-8.63501650938,5766,oRdZEjqZC81534873425100,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,9610,2GSZ0xQwt61535219432166,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,2E26,3th6MKTFWB1535217877515,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1395701307,-8.63260807928,5D64,ddb5C9TadW1535216387975,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,63D4,LnzPLFh4Jl1535217493479,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392061217,-8.63316141498,4AA5,W0fxRKS00W1535191896310,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392988116,-8.6335526296,334B,GoIyvC38cb1535189050554,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392320114,-8.63343243219,5B9E,KmHg5KtcKg1535190334384,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392988116,-8.6335526296,5E42,3ZiZr5cqPW1535188872700,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1403760428,-8.63521370227,FD71,Y2WJEk7Ygz1534869616057,2018-09-14 18:06:57,2018-10-14 18:06:57
37.14018467,-8.63503453068,ACD1,8dPz59SEte1534867600026,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,9417,syYfkQ8xNC1531386630830,2018-09-14 18:06:57,2018-10-14 18:06:57
0.0,0.0,640D,fI5ZO61PA41534868523233,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1399606587,-8.63466836005,2CD5,Fq2FXgQLM81534849197309,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1395966153,-8.63483458349,9592,0FgVQljsFg1533054246260,2018-09-14 18:06:57,2018-10-14 18:06:57
37.0720011537,-8.77515150648,6A22,FDCtY3Myk01534956289457,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404475397,-8.63501650938,40A0,W4XoKIJSwt1534873927047,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1395966153,-8.63483458349,6DB3,5lgSqcOHFA1533055312558,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404475397,-8.63501650938,5EC4,PntEIJl8sm1534873773800,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1393986997,-8.63470392679,C488,PshDHbDAJL1533050332875,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404475397,-8.63501650938,31DD,DxuRhI28951534873582880,2018-09-14 18:06:57,2018-10-14 18:06:57
37.140459862,-8.63525056869,641D,IF46U0xAuo1534873235737,2018-09-14 18:06:57,2018-10-14 18:06:57
37.140459862,-8.63525056869,587C,YOk9ARZHTb1534873026030,2018-09-14 18:06:57,2018-10-14 18:06:57
37.140459862,-8.63525056869,FFFD,j9rqYf9Yo21534872831735,2018-09-14 18:06:57,2018-10-14 18:06:57
37.140459862,-8.63525056869,1E8C,1NJjN6QpvM1534872498323,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404057851,-8.63541277005,2187,Dp4ZyYkwhh1534872315473,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404057851,-8.63541277005,3757,tiSvZU4Xv81534872148273,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404057851,-8.63541277005,33A1,JGZlQjZxb61534871984747,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1404057851,-8.63541277005,676F,sWnfofyy9K1534871826986,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402362149,-8.63543014896,3136,2qkTIALEHg1534871175465,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402362149,-8.63543014896,5559,QOjz7TCuyU1534870967925,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1398404526,-8.63566548563,5B8B,9eTwz2TQy21534851108880,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402325549,-8.63535344442,4176,qpjvoVkime1534870667080,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1403760428,-8.63521370227,59F0,D0zqgju1ho1534870198551,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1403760428,-8.63521370227,63B0,cBFdbKbHoV1534869946829,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402968502,-8.63518289705,0F48,Q4lXEbWcrK1534869086737,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1403152509,-8.63510936988,0F04,v9vbFeB7vf1534868821800,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1403152509,-8.63510936988,716B,8c3gu0NhT61534868334994,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1403152509,-8.63510936988,316E,3hYvj31drJ1534868180078,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402622336,-8.63509260149,0F0C,MySbD5DVVV1534867996413,2018-09-14 18:06:57,2018-10-14 18:06:57
37.14018467,-8.63503453068,5FA9,xc0XeoFooL1534867802196,2018-09-14 18:06:57,2018-10-14 18:06:57
37.14018467,-8.63503453068,608E,pQXMgrvKtg1534867440980,2018-09-14 18:06:57,2018-10-14 18:06:57
37.14018467,-8.63503453068,34A3,MPOlzrTRqG1534867267756,2018-09-14 18:06:57,2018-10-14 18:06:57
37.14018467,-8.63503453068,1099,ub684UMsBv1534867121078,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402361988,-8.63487013094,2F1D,I7EF0S7WP71534866900848,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402361988,-8.63487013094,4AE2,qAReUss1XH1534866678673,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402361988,-8.63487013094,5FFA,YOQhXfzyzk1534866511713,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1402361988,-8.63487013094,5738,JZ9TXxrjPj1534866346770,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1394273161,-8.63513556594,A4F9,jOdiVCQTJT1533051347156,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1394273161,-8.63513556594,91AA,JNuengmuMj1533050904745,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1396613141,-8.63481873757,6791,jw8QLULVYM1533058244803,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1398404526,-8.63566548563,35E2,HF0Z1gIeVp1534850507740,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1399606587,-8.63466836005,5D17,LjM8kSdx3z1534849423584,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1400463053,-8.63509280903,61DB,aJ6E8KbOnk1534851640535,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1400463053,-8.63509280903,5D46,VKTuZBe3Jr1534851436104,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1398404526,-8.63566548563,1108,K1wPau6XEM1534850765904,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1398819704,-8.63526069499,392B,mDOSxUTaS01534849950866,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1399606587,-8.63466836005,6074,slb8cR0rGB1534848896696,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1398819704,-8.63526069499,3A30,eG9zvVzB7z1534849663856,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1394531703,-8.63081180162,5991,oQPpcXdSeR1531387325357,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1394273161,-8.63513556594,983A,FJxIP0Z0VK1533051680469,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1395966153,-8.63483458349,59FF,MGS0mfmt4q1533054943296,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1396330422,-8.63564754771,6B0C,RCVIV2w6qr1533057202798,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391359858,-8.63555584962,6C89,cfL1L7jw8R1533053993040,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1392702563,-8.63614063873,9FFC,ugWJA2HRIV1533056324298,2018-09-14 18:06:57,2018-10-14 18:06:57
37.1391365803,-8.6352043428,6F72,fOsHPssg8T1533047994390,2018-09-14 18:06:57,2018-10-14 18:06:57
